device_age_months,battery_capacity_mah,avg_screen_on_hours_per_day,avg_charging_cycles_per_week,avg_battery_temp_celsius,fast_charging_usage_percent,overnight_charging_freq_per_week,gaming_hours_per_week,video_streaming_hours_per_week,background_app_usage_level,signal_strength_avg,charging_habit_score,usage_intensity_score,thermal_stress_index,battery_health_score,battery_health
11,4500,6.1,8.2,29.5,20.4,7,3.9,10.0,1,1,5,10.0,2.52,66.39,Healthy
23,4500,6.2,9.3,29.2,37.7,4,4.9,0.6,2,2,7,10.0,2.51,60.89,Healthy
27,4000,4.1,6.3,27.4,60.0,5,5.4,6.7,1,3,6,10.0,2.13,60.57,Healthy
7,4500,2.8,4.2,35.3,27.5,3,14.3,9.0,1,2,8,10.0,4.64,61.0,Healthy
27,5000,4.7,8.8,31.9,26.0,3,9.8,3.6,3,3,7,10.0,3.52,54.84,Moderate
35,3000,4.0,4.1,32.0,32.7,1,5.3,3.5,1,2,9,10.0,3.19,59.03,Healthy
25,5000,5.2,6.3,35.3,56.7,4,2.8,8.3,1,3,6,10.0,3.78,47.47,Poor
7,3000,3.4,3.0,33.6,41.0,1,2.8,12.7,1,3,8,10.0,3.38,66.68,Healthy
27,5000,7.2,10.9,28.5,83.0,7,0.4,14.7,1,3,4,10.0,2.01,49.11,Poor
27,3000,4.0,6.6,29.8,23.6,0,1.6,15.6,3,3,9,10.0,2.4,66.64,Healthy
36,3000,4.8,7.5,31.4,24.0,3,3.1,7.1,3,2,7,10.0,2.9,55.55,Moderate
40,3000,5.5,7.9,29.7,41.1,3,4.2,0.0,1,3,7,10.0,2.59,53.81,Moderate
35,3000,7.7,12.0,32.7,13.9,5,18.2,18.9,2,3,6,10.0,4.33,44.91,Poor
26,4000,9.0,13.2,35.4,55.1,2,4.8,8.9,1,3,7,10.0,3.96,41.3,Poor
16,5000,9.2,14.5,35.6,17.2,5,5.5,7.8,1,3,6,10.0,4.05,48.04,Poor
8,3000,2.9,5.5,32.2,49.4,7,1.4,16.2,2,3,5,10.0,2.94,61.42,Healthy
32,5000,4.8,6.2,28.9,28.2,0,2.3,8.4,2,3,9,10.0,2.24,65.78,Healthy
19,4500,4.4,6.3,29.3,50.1,4,3.1,12.5,1,3,6,10.0,2.39,62.47,Healthy
12,3000,6.2,9.2,32.5,72.2,2,1.0,11.2,3,3,7,10.0,3.0,55.03,Moderate
27,5000,6.1,10.6,32.3,54.8,5,4.7,3.8,3,1,5,10.0,3.22,46.59,Poor
47,4000,4.3,5.7,32.7,84.9,3,2.0,4.6,2,3,6,10.0,3.11,39.81,Poor
28,5000,4.2,7.4,31.7,32.0,4,1.2,8.9,1,3,8,10.0,2.82,59.18,Healthy
12,3000,3.5,3.8,30.8,47.9,1,6.4,9.9,1,2,8,10.0,2.99,67.14,Healthy
45,4500,1.0,3.0,24.4,44.1,0,3.1,6.9,1,3,8,10.0,1.26,67.95,Healthy
34,5000,2.9,5.2,33.8,50.9,7,4.4,6.8,1,3,5,10.0,3.55,46.66,Poor
5,4500,7.2,10.7,29.5,33.6,1,1.2,9.6,1,2,8,10.0,2.31,69.56,Healthy
17,4000,8.4,13.6,34.6,29.1,3,5.9,6.5,2,3,7,10.0,3.85,49.88,Moderate
4,5000,8.2,11.8,31.3,76.6,2,5.0,14.5,3,2,7,10.0,3.01,56.37,Moderate
46,5000,7.3,10.1,31.4,48.7,7,3.7,11.5,2,3,5,10.0,2.93,42.13,Poor
24,4000,3.5,6.9,31.6,11.8,7,5.8,7.4,2,3,6,10.0,3.14,60.43,Healthy
1,4000,3.1,4.2,30.8,44.1,1,2.3,12.9,1,3,8,10.0,2.69,73.08,Healthy
9,4000,1.9,3.5,36.0,81.1,3,2.7,16.7,2,1,7,10.0,3.93,53.23,Moderate
29,3000,4.3,7.6,31.4,90.3,7,2.6,10.9,1,3,4,10.0,2.86,44.09,Poor
44,3000,5.7,9.3,31.6,59.8,1,0.8,2.8,2,3,9,10.0,2.77,48.16,Poor
4,5000,3.5,5.8,33.4,18.0,0,3.0,17.9,1,3,9,10.0,3.35,70.51,Healthy
32,5000,6.4,10.2,29.5,78.3,1,3.5,18.3,3,2,7,10.0,2.48,49.87,Moderate
0,5000,6.8,11.3,32.4,41.3,0,2.1,16.2,1,3,9,10.0,3.06,65.46,Healthy
17,4500,4.6,7.1,29.6,5.9,0,3.1,13.2,1,2,10,10.0,2.47,74.4,Healthy
31,4000,2.8,4.2,32.3,48.8,5,3.3,12.5,3,2,6,10.0,3.12,53.81,Moderate
46,5000,8.3,11.0,37.7,80.5,4,5.6,10.7,1,2,6,10.0,4.54,25.18,Poor
48,4000,5.6,8.7,31.2,71.0,2,5.8,10.5,1,1,7,10.0,3.05,41.82,Poor
10,3000,9.4,15.1,34.4,26.7,1,9.1,4.2,3,3,9,10.0,4.05,54.01,Moderate
20,4000,5.7,7.4,33.9,47.7,6,2.3,4.3,1,3,5,10.0,3.41,51.3,Moderate
25,4500,5.8,8.5,35.7,8.8,5,7.5,5.6,2,2,6,10.0,4.22,50.58,Moderate
24,4500,3.6,5.8,29.8,73.0,3,6.6,0.0,1,3,7,10.0,2.79,56.74,Moderate
21,4000,4.7,8.5,30.1,35.0,4,1.1,3.8,2,2,7,10.0,2.45,62.22,Healthy
26,4500,2.4,3.0,32.4,15.7,6,7.0,10.0,3,3,6,10.0,3.42,60.85,Healthy
48,4500,2.8,5.0,29.9,6.7,2,1.1,0.0,2,3,8,10.0,2.39,60.53,Healthy
12,3000,7.0,10.1,29.3,18.2,7,3.8,5.2,3,3,5,10.0,2.46,64.92,Healthy
32,5000,4.9,6.7,33.6,66.7,4,7.8,8.8,1,2,6,10.0,3.76,44.45,Poor
33,4500,4.7,6.1,30.8,23.0,1,0.4,6.2,1,2,9,10.0,2.54,63.15,Healthy
40,5000,4.0,5.4,30.9,40.8,5,5.2,8.3,3,2,7,10.0,2.92,53.76,Moderate
34,4000,4.7,7.6,29.7,45.3,1,1.2,11.4,2,2,8,10.0,2.37,58.23,Healthy
0,4000,7.8,11.4,33.1,62.9,1,9.2,14.8,2,3,7,10.0,3.74,55.86,Moderate
20,4500,5.8,9.4,29.0,72.8,2,6.5,6.3,2,2,7,10.0,2.59,56.56,Moderate
47,4000,3.1,3.6,30.8,13.1,4,0.9,8.5,2,2,7,10.0,2.58,58.23,Healthy
5,3000,7.6,12.0,31.4,38.9,7,2.4,0.0,1,1,5,10.0,2.84,59.23,Healthy
27,4500,9.0,13.9,33.2,75.1,3,8.2,13.0,2,3,5,10.0,3.69,37.58,Poor
16,4500,6.5,8.2,30.3,20.8,7,4.5,5.7,3,3,6,10.0,2.74,64.01,Healthy
4,4500,7.3,12.4,32.0,50.2,4,5.7,11.7,2,2,6,10.0,3.22,56.88,Moderate
30,4000,7.9,12.3,35.4,43.8,2,2.6,8.4,3,3,8,10.0,3.79,44.31,Poor
4,4000,2.2,4.0,30.3,47.0,0,6.7,21.2,3,3,9,10.0,2.91,72.67,Healthy
37,4500,9.2,15.0,31.3,12.2,0,10.7,19.2,1,1,8,10.0,3.43,49.21,Moderate
2,5000,7.7,12.5,32.2,58.0,0,1.4,13.1,3,3,8,10.0,2.96,60.08,Healthy
22,4000,6.5,9.6,29.6,46.4,3,2.5,12.1,2,2,8,10.0,2.43,61.01,Healthy
36,4000,5.2,8.6,34.6,49.0,2,4.5,11.3,2,3,7,10.0,3.75,44.11,Poor
36,4500,2.8,3.0,31.3,39.7,2,3.1,7.7,1,1,7,10.0,2.88,57.65,Moderate
9,5000,4.8,7.6,24.9,70.9,0,4.4,6.1,2,3,7,10.0,1.47,71.68,Healthy
9,4500,6.4,11.3,40.1,74.4,2,5.1,5.3,3,1,6,10.0,5.07,36.74,Poor
18,4000,3.3,4.2,29.5,30.2,2,3.1,6.8,2,3,8,10.0,2.46,70.34,Healthy
16,4500,5.4,9.0,31.8,62.1,6,2.2,12.1,3,3,4,10.0,2.92,51.83,Moderate
20,4500,3.1,6.5,27.7,42.6,1,3.8,8.8,2,3,8,10.0,2.09,68.66,Healthy
13,4500,4.7,7.8,28.2,71.1,3,1.1,0.0,2,3,8,10.0,1.98,65.88,Healthy
8,5000,2.8,5.2,30.1,72.5,2,2.0,22.8,2,1,7,10.0,2.51,64.83,Healthy
45,4500,2.6,3.0,31.0,39.2,7,2.7,9.2,3,1,5,10.0,2.77,51.85,Moderate
0,4000,6.2,8.3,33.7,74.3,5,3.6,20.7,3,2,6,10.0,3.46,56.14,Moderate
44,4500,4.3,7.9,32.9,26.4,0,8.8,8.0,1,3,9,10.0,3.67,49.81,Moderate
12,5000,4.5,7.8,28.5,56.5,4,0.7,8.8,3,3,6,10.0,2.04,65.13,Healthy
3,3000,4.2,6.8,24.8,59.2,4,3.6,14.6,3,2,7,10.0,1.4,77.11,Healthy
0,5000,10.9,16.2,34.9,83.9,3,5.7,8.5,2,3,6,10.0,3.9,44.15,Poor
48,4500,6.7,10.4,31.4,92.3,2,2.9,12.0,2,3,6,10.0,2.87,35.99,Poor
39,3000,6.9,12.1,29.9,49.7,1,2.3,8.4,1,2,8,10.0,2.48,50.52,Moderate
31,4500,3.9,5.8,32.8,56.3,2,3.3,7.6,1,3,7,10.0,3.23,51.62,Moderate
33,5000,6.5,10.5,27.6,78.3,7,2.3,17.7,1,3,5,10.0,1.94,50.33,Moderate
27,3000,5.0,8.2,32.6,40.7,0,1.5,4.0,2,2,8,10.0,3.04,55.73,Moderate
30,3000,3.9,5.2,29.5,58.4,5,1.8,7.4,1,3,6,10.0,2.35,57.63,Moderate
7,4500,9.4,13.4,35.3,70.2,2,1.8,19.1,2,2,6,10.0,3.71,46.35,Poor
38,4500,6.6,11.5,36.5,68.2,6,14.3,8.4,2,1,5,10.0,4.93,28.2,Poor
25,5000,6.5,10.4,30.4,91.5,4,4.1,2.6,1,3,6,10.0,2.74,47.22,Poor
33,4500,3.6,4.7,35.8,13.5,6,3.1,13.1,3,3,6,10.0,3.92,51.24,Moderate
2,3000,3.0,4.1,32.6,24.4,6,1.6,9.8,1,2,6,10.0,3.06,69.65,Healthy
11,4000,5.4,7.1,33.6,66.4,4,9.8,12.2,1,3,7,10.0,3.91,53.71,Moderate
0,4000,4.4,7.6,32.8,48.2,3,5.5,10.3,2,3,6,10.0,3.41,61.92,Healthy
43,5000,6.7,9.8,33.7,35.9,7,5.9,4.5,2,2,5,10.0,3.64,40.54,Poor
4,4500,6.9,10.0,34.8,77.9,5,8.9,11.2,3,2,5,10.0,4.12,47.19,Poor
29,5000,5.6,9.3,32.7,51.8,6,2.3,16.3,2,3,5,10.0,3.13,47.41,Poor
29,4000,7.2,9.1,34.3,86.5,7,9.0,7.5,3,3,4,10.0,4.02,35.79,Poor
16,4000,5.9,8.8,30.4,40.5,0,4.4,5.6,3,3,8,10.0,2.77,63.06,Healthy
47,4500,3.8,5.6,29.1,25.6,3,7.3,9.1,3,1,7,10.0,2.66,55.82,Moderate
46,3000,5.1,7.4,38.0,76.9,2,3.5,9.0,3,3,7,10.0,4.47,30.58,Poor
22,4500,5.8,8.1,32.5,31.5,5,2.4,8.4,1,3,6,10.0,3.09,56.37,Moderate
14,4000,7.4,10.3,32.9,29.5,1,5.9,16.2,1,3,8,10.0,3.44,58.99,Healthy
36,3000,5.9,9.2,34.3,12.2,3,1.3,11.2,1,2,7,10.0,3.43,50.71,Moderate
20,5000,4.4,5.5,31.8,53.9,4,5.4,18.3,1,3,6,10.0,3.15,56.76,Moderate
13,4000,7.4,11.3,33.4,65.4,0,0.2,11.1,2,3,8,10.0,3.15,53.56,Moderate
1,5000,6.3,8.8,32.0,38.1,2,0.8,11.8,3,2,8,10.0,2.85,67.73,Healthy
10,3000,8.6,12.4,32.6,39.5,7,1.7,20.9,2,2,6,10.0,3.06,56.02,Moderate
38,5000,5.7,8.7,32.8,36.8,0,3.0,11.7,1,3,7,10.0,3.21,48.97,Poor
37,4000,3.4,4.6,28.0,92.2,0,6.1,8.7,3,2,8,10.0,2.32,54.62,Moderate
33,4500,7.9,13.0,31.2,44.1,0,1.9,5.3,3,3,7,10.0,2.75,49.21,Moderate
37,5000,4.3,6.4,30.1,66.1,7,4.8,5.7,2,3,5,10.0,2.71,48.95,Poor
33,4000,6.1,10.2,32.2,70.8,6,3.1,7.9,1,3,5,10.0,3.07,42.71,Poor
17,4000,5.9,8.0,31.2,59.3,4,7.0,8.8,2,3,7,10.0,3.14,56.86,Moderate
29,3000,5.6,7.6,30.6,52.7,1,1.6,0.0,3,1,8,10.0,2.6,57.38,Moderate
14,4000,5.2,6.1,31.9,44.3,7,2.7,9.9,1,3,5,10.0,2.97,59.31,Healthy
26,4500,2.2,3.0,30.9,49.1,7,8.0,0.0,1,3,5,10.0,3.16,56.85,Moderate
33,4500,3.5,5.0,29.4,45.2,3,1.4,16.4,2,3,8,10.0,2.3,61.74,Healthy
37,5000,7.7,11.7,33.3,56.1,4,5.3,0.6,2,2,6,10.0,3.51,40.46,Poor
32,5000,6.4,10.2,38.3,11.3,6,0.6,10.9,2,3,7,10.0,4.32,44.04,Poor
23,5000,9.3,14.6,33.6,75.5,6,8.5,10.7,1,2,4,10.0,3.81,36.21,Poor
14,5000,3.4,6.3,29.8,65.8,5,1.8,16.7,3,3,6,10.0,2.42,61.53,Healthy
29,4500,5.4,7.3,31.8,41.3,1,1.9,10.7,1,2,8,10.0,2.9,57.03,Moderate
41,3000,7.8,11.8,34.7,76.3,2,1.0,9.5,1,3,6,10.0,3.5,34.21,Poor
16,5000,4.4,5.6,30.1,30.0,6,5.0,11.6,1,2,6,10.0,2.73,65.34,Healthy
4,3000,4.5,7.2,31.4,85.6,6,3.8,7.4,1,3,5,10.0,2.95,56.69,Moderate
28,4000,4.9,9.2,32.1,21.0,7,1.5,7.4,2,2,5,10.0,2.93,54.02,Moderate
3,4000,4.6,5.7,30.9,43.4,3,3.3,11.1,2,2,7,10.0,2.79,68.99,Healthy
9,5000,6.6,10.5,33.2,80.7,6,13.3,8.5,3,3,5,10.0,4.07,46.02,Poor
16,4000,1.9,4.0,34.0,4.8,1,6.9,13.2,1,3,8,10.0,3.8,65.48,Healthy
9,3000,8.8,12.3,36.5,80.7,2,8.0,5.6,1,3,7,10.0,4.44,42.35,Poor
16,3000,3.6,5.8,28.7,11.6,5,1.9,14.8,3,3,7,10.0,2.17,72.99,Healthy
19,4000,1.3,3.0,28.8,71.3,3,1.6,12.4,1,1,6,10.0,2.18,63.72,Healthy
23,5000,5.5,8.1,27.1,39.0,6,0.7,10.1,1,3,6,10.0,1.72,65.61,Healthy
4,3000,4.7,6.7,32.0,29.7,5,4.3,2.3,3,1,6,10.0,3.12,65.89,Healthy
33,3000,5.1,7.5,34.2,67.0,2,2.7,14.2,3,3,7,10.0,3.53,44.93,Poor
5,4500,6.1,10.3,32.1,75.4,7,8.4,19.8,3,2,3,10.0,3.44,49.39,Moderate
1,5000,6.8,10.1,32.3,41.1,7,8.0,7.7,3,3,5,10.0,3.47,59.04,Healthy
12,4500,8.9,12.7,35.9,78.8,7,4.9,14.3,1,3,4,10.0,4.08,38.73,Poor
42,4000,4.1,6.2,33.0,36.2,4,1.2,9.4,3,3,7,10.0,3.11,49.99,Moderate
42,4000,7.0,8.5,34.8,26.4,7,1.1,4.5,3,3,6,10.0,3.53,44.39,Poor
47,4500,6.9,9.6,28.3,29.5,2,0.3,6.2,2,3,8,10.0,1.96,56.32,Moderate
10,5000,1.0,3.0,31.8,61.0,5,1.6,9.5,2,3,6,10.0,2.88,63.28,Healthy
46,3000,3.8,5.6,29.1,61.9,6,1.2,12.3,3,3,5,10.0,2.22,49.52,Moderate
22,4000,2.9,3.9,27.5,52.2,6,5.2,2.7,3,3,6,10.0,2.14,66.01,Healthy
15,5000,6.4,9.8,32.4,83.3,0,2.6,6.5,2,3,8,10.0,3.08,52.72,Moderate
30,5000,6.2,10.0,32.3,57.1,6,2.2,10.2,3,3,6,10.0,3.04,47.69,Poor
10,4000,6.2,10.7,35.2,78.8,4,3.1,3.7,2,3,6,10.0,3.78,46.21,Poor
15,4000,4.9,6.9,29.8,9.9,2,3.5,12.0,2,3,8,10.0,2.55,71.44,Healthy
7,5000,5.1,7.2,32.9,26.5,4,2.0,18.6,2,3,8,10.0,3.16,66.43,Healthy
3,3000,5.4,7.9,31.6,11.4,3,2.7,9.5,1,3,8,10.0,2.92,71.99,Healthy
39,4500,4.7,8.1,35.2,25.3,0,5.5,13.7,2,3,9,10.0,3.97,48.37,Poor
3,4000,7.1,10.6,32.6,57.1,0,6.2,3.6,3,3,8,10.0,3.41,59.48,Healthy
24,4500,3.4,7.2,31.3,65.1,2,1.1,6.8,3,2,7,10.0,2.71,55.38,Moderate
2,5000,3.9,5.7,30.4,40.9,3,2.9,15.0,2,3,6,10.0,2.65,69.41,Healthy
31,4500,5.7,10.4,32.0,8.5,4,9.0,3.2,1,1,7,10.0,3.47,54.4,Moderate
2,3000,4.8,6.3,35.5,23.7,2,9.2,6.5,3,3,8,10.0,4.3,62.75,Healthy
26,5000,3.3,3.5,33.0,18.7,1,8.4,15.7,2,2,8,10.0,3.66,61.23,Healthy
28,3000,6.6,9.7,29.5,59.3,2,4.6,7.0,3,3,7,10.0,2.56,54.61,Moderate
31,5000,4.4,7.7,33.8,69.2,6,2.8,0.0,2,3,6,10.0,3.44,44.56,Poor
18,3000,3.8,5.2,34.1,35.8,1,0.4,7.2,3,3,7,10.0,3.32,59.08,Healthy
20,5000,5.2,7.1,32.6,49.2,0,1.4,18.7,1,3,8,10.0,3.04,58.4,Healthy
4,3000,3.7,6.6,33.4,16.8,6,3.2,17.2,1,3,7,10.0,3.35,67.07,Healthy
17,5000,5.4,8.9,33.0,19.0,2,5.7,9.6,1,3,8,10.0,3.46,60.52,Healthy
27,3000,4.8,6.4,28.8,60.0,2,4.9,8.8,1,3,8,10.0,2.41,60.82,Healthy
41,5000,4.5,5.9,31.2,84.3,7,1.1,21.8,3,3,4,10.0,2.69,42.5,Poor
21,3000,4.5,7.6,31.4,72.1,0,2.3,5.3,3,3,8,10.0,2.83,56.04,Moderate
20,4000,7.5,9.6,32.8,71.5,7,8.7,6.8,1,3,5,10.0,3.64,45.78,Poor
5,4500,6.2,10.4,33.1,61.3,4,2.9,15.3,3,2,6,10.0,3.27,55.37,Moderate
0,5000,2.1,3.8,25.8,42.0,5,4.9,5.7,2,2,6,10.0,1.71,80.23,Healthy
4,3000,7.3,8.6,31.9,70.4,2,2.4,11.8,1,2,7,10.0,2.96,59.98,Healthy
40,4000,6.5,9.8,35.2,85.9,3,0.6,3.8,3,3,6,10.0,3.6,34.18,Poor
11,5000,6.4,7.6,34.5,59.5,5,4.0,17.5,2,2,6,10.0,3.67,52.87,Moderate
25,5000,7.3,9.7,30.8,89.9,0,2.8,7.8,2,3,7,10.0,2.73,49.2,Moderate
45,5000,5.5,7.8,32.2,86.4,4,3.0,6.8,3,2,6,10.0,3.08,39.02,Poor
33,4500,6.7,8.8,33.3,22.7,5,3.6,5.8,1,2,6,10.0,3.37,50.56,Moderate
48,3000,4.6,9.1,28.5,65.6,0,1.5,4.3,2,3,7,10.0,2.11,48.65,Poor
13,3000,7.2,11.7,34.1,42.4,6,3.4,8.3,1,3,5,10.0,3.56,50.11,Moderate
25,5000,5.9,10.3,30.2,52.3,0,1.6,0.0,3,2,7,10.0,2.5,55.87,Moderate
44,5000,2.7,4.0,33.2,23.0,4,4.9,4.5,3,2,8,10.0,3.46,53.16,Moderate
26,5000,7.6,11.4,33.7,32.5,5,20.0,10.1,3,2,6,10.0,4.7,43.94,Poor
8,4000,5.2,9.4,29.3,60.2,4,1.9,10.4,1,2,7,10.0,2.31,64.27,Healthy
25,5000,5.0,7.9,33.3,42.4,4,8.7,9.6,1,2,7,10.0,3.76,51.67,Moderate
46,4500,4.6,7.5,31.6,42.2,5,3.2,6.2,2,2,6,10.0,2.95,46.77,Poor
21,3000,4.8,6.2,31.5,16.0,6,3.5,17.6,2,3,6,10.0,2.94,62.59,Healthy
46,4500,6.0,8.0,34.7,69.5,5,2.9,14.3,1,3,6,10.0,3.65,36.24,Poor
29,5000,3.5,5.5,28.8,19.2,6,1.9,9.5,3,2,6,10.0,2.19,65.09,Healthy
42,4000,2.4,3.9,28.9,43.5,6,2.2,9.4,1,2,6,10.0,2.24,57.19,Moderate
47,5000,3.4,4.1,31.3,74.0,3,10.8,7.6,2,3,7,10.0,3.45,44.56,Poor
16,5000,6.3,9.8,31.2,85.1,1,1.5,6.8,3,3,7,10.0,2.72,53.22,Moderate
25,5000,5.2,6.5,30.3,78.0,5,6.6,9.2,2,2,6,10.0,2.91,52.48,Moderate
35,5000,7.7,11.6,33.9,48.4,5,2.5,14.7,3,2,6,10.0,3.43,42.26,Poor
0,5000,5.4,6.6,31.3,42.5,0,0.5,7.8,1,2,9,10.0,2.68,72.39,Healthy
7,3000,7.2,12.1,33.8,64.8,6,3.4,16.4,2,1,4,10.0,3.49,47.95,Poor
48,4500,4.1,5.9,32.2,78.2,6,13.6,6.7,3,2,5,10.0,3.88,36.33,Poor
34,4000,4.6,6.3,31.1,45.7,2,5.9,17.5,2,3,8,10.0,3.04,55.41,Moderate
14,5000,5.5,7.1,31.1,70.8,1,0.2,8.5,1,3,8,10.0,2.6,60.83,Healthy
46,4000,5.2,6.6,31.3,67.9,6,5.5,13.4,2,3,5,10.0,3.05,42.19,Poor
21,3000,5.0,8.0,30.2,18.6,2,2.7,21.4,2,3,8,10.0,2.57,66.07,Healthy
13,4500,3.8,6.6,30.5,43.8,2,1.2,22.1,3,3,7,10.0,2.55,65.23,Healthy
25,5000,2.3,4.4,27.8,33.2,2,2.4,3.3,3,3,7,10.0,2.01,68.81,Healthy
27,3000,6.8,11.5,31.0,65.6,3,1.3,15.2,1,3,6,10.0,2.66,48.99,Poor
22,3000,6.5,11.6,33.0,62.1,3,0.6,5.3,3,3,7,10.0,3.08,49.28,Moderate
13,4500,4.3,7.4,31.7,37.3,1,1.7,11.9,3,2,8,10.0,2.86,64.47,Healthy
23,5000,6.3,8.9,32.9,97.0,7,2.1,12.4,2,3,4,10.0,3.15,41.66,Poor
1,4500,5.2,7.9,28.1,20.7,4,2.0,14.3,1,1,7,10.0,2.03,76.98,Healthy
44,4500,7.7,9.3,32.1,32.0,3,2.4,3.6,1,3,6,10.0,2.99,46.77,Poor
25,4000,2.9,5.0,25.6,71.9,0,1.9,4.1,3,2,8,10.0,1.45,68.15,Healthy
13,4000,5.2,8.0,32.3,61.1,1,3.3,5.9,2,2,8,10.0,3.11,58.67,Healthy
6,4500,5.1,9.2,35.8,80.3,0,8.6,12.9,1,3,7,10.0,4.33,47.78,Poor
2,4000,5.8,8.0,30.3,37.6,2,0.6,11.2,1,3,7,10.0,2.46,69.97,Healthy
46,3000,8.6,13.4,32.7,65.3,0,4.4,12.1,2,3,8,10.0,3.29,37.98,Poor
22,4500,5.3,6.9,28.6,6.6,3,4.3,4.1,3,3,8,10.0,2.33,71.11,Healthy
45,5000,7.0,10.4,32.4,22.1,0,1.3,10.8,3,2,8,10.0,2.99,49.36,Moderate
42,5000,5.2,6.2,31.9,78.4,2,7.4,6.7,3,2,7,10.0,3.33,43.8,Poor
46,3000,7.6,12.8,31.9,24.3,6,0.7,6.9,2,3,6,10.0,2.83,44.57,Poor
44,5000,7.0,11.6,30.9,23.0,2,5.5,9.4,2,2,8,10.0,2.95,50.17,Moderate
17,5000,4.8,6.8,31.2,35.9,3,3.6,2.4,1,3,7,10.0,2.88,62.6,Healthy
37,4500,4.7,7.3,33.4,14.5,1,1.2,12.7,2,2,8,10.0,3.21,54.97,Moderate
34,3000,6.5,9.7,34.0,69.5,4,8.7,2.8,3,1,7,10.0,3.93,40.67,Poor
14,4500,4.2,5.7,28.4,65.0,5,0.6,7.9,1,2,6,10.0,2.0,65.28,Healthy
24,3000,5.9,8.9,31.6,59.3,1,7.6,13.7,2,3,6,10.0,3.27,50.74,Moderate
36,4500,4.8,6.7,29.5,92.5,6,1.9,2.4,2,3,5,10.0,2.37,46.96,Poor
27,4500,6.2,10.3,33.5,68.1,4,2.7,3.0,1,3,5,10.0,3.35,43.12,Poor
9,4000,5.2,7.6,31.2,43.5,5,1.2,15.2,3,2,6,10.0,2.71,63.22,Healthy
38,5000,4.1,8.6,30.7,30.7,7,2.0,4.6,3,3,6,10.0,2.65,52.88,Moderate
16,3000,7.7,11.5,35.5,26.0,7,6.1,14.8,2,3,6,10.0,4.07,49.6,Moderate
38,5000,6.0,9.1,35.2,26.1,3,4.2,12.2,1,2,8,10.0,3.87,46.66,Poor
21,4000,5.4,8.6,32.8,32.4,3,10.2,3.3,2,3,6,10.0,3.75,53.31,Moderate
25,3000,6.3,10.3,31.1,16.3,3,1.4,10.9,1,3,7,10.0,2.7,59.69,Healthy
43,4000,2.2,3.3,30.8,15.6,2,2.4,12.3,2,2,8,10.0,2.71,60.73,Healthy
24,5000,9.7,15.0,30.8,50.3,1,4.4,3.0,3,1,7,10.0,2.86,50.08,Moderate
16,4500,5.5,8.5,35.6,20.4,4,4.5,10.3,1,2,7,10.0,3.98,55.01,Moderate
12,4000,1.6,3.0,27.8,89.7,6,2.6,14.2,3,3,5,10.0,2.01,64.07,Healthy
19,4000,7.9,10.8,32.9,12.1,1,1.0,9.6,3,3,9,10.0,3.09,61.87,Healthy
24,4500,4.0,6.7,34.9,64.5,7,7.8,10.7,1,3,5,10.0,4.07,44.17,Poor
3,5000,7.6,12.9,32.0,68.8,4,1.4,9.3,1,2,6,10.0,2.89,55.24,Moderate
9,4000,5.7,7.0,36.9,77.1,7,2.0,15.1,2,3,5,10.0,4.09,46.09,Poor
2,5000,2.4,3.0,25.6,76.4,7,2.6,9.5,1,2,5,10.0,1.5,74.49,Healthy
40,4500,6.0,7.6,30.7,22.8,0,4.1,6.5,2,3,10,10.0,2.8,59.35,Healthy
44,3000,5.9,9.6,30.7,65.7,1,1.2,8.9,1,3,7,10.0,2.59,45.72,Poor
17,4000,7.8,12.6,34.8,75.9,0,2.5,2.2,3,3,7,10.0,3.65,44.25,Poor
46,5000,6.5,8.8,33.6,59.6,6,5.8,0.0,1,2,6,10.0,3.62,38.23,Poor
35,4500,3.0,6.7,26.9,54.2,3,9.2,5.9,1,3,7,10.0,2.29,59.06,Healthy
46,4500,7.5,10.9,35.1,13.6,6,1.7,17.6,2,2,5,10.0,3.64,40.21,Poor
21,4000,4.7,8.4,31.9,22.3,2,0.6,15.1,2,3,7,10.0,2.83,60.95,Healthy
33,3000,8.9,14.2,30.3,32.0,2,4.3,1.8,3,1,7,10.0,2.72,50.95,Moderate
46,4000,4.8,6.2,30.4,30.7,7,0.8,4.8,1,3,6,10.0,2.47,52.86,Moderate
7,5000,5.1,7.2,30.7,42.7,7,3.9,6.9,2,3,5,10.0,2.8,63.3,Healthy
39,4500,3.9,4.9,30.6,21.9,5,2.8,9.0,1,3,7,10.0,2.69,58.74,Healthy
48,3000,4.5,5.4,30.1,57.5,1,2.6,4.8,3,3,8,10.0,2.55,51.54,Moderate
43,5000,4.0,5.7,30.1,87.2,0,1.3,6.9,2,3,8,10.0,2.45,49.18,Poor
18,4000,7.9,10.6,35.1,66.1,0,10.4,15.1,3,1,9,10.0,4.31,47.26,Poor
41,4500,2.8,4.1,27.2,82.7,7,2.3,5.0,2,3,5,10.0,1.84,53.27,Moderate
40,4000,7.1,12.6,33.8,53.1,4,5.4,12.8,1,1,7,10.0,3.63,39.25,Poor
36,3000,7.2,11.4,30.4,24.5,6,3.5,13.8,2,3,5,10.0,2.69,50.69,Moderate
5,3000,8.3,11.8,33.7,36.2,1,4.9,22.0,3,3,7,10.0,3.56,57.57,Moderate
25,3000,5.6,7.7,27.9,19.7,7,8.4,6.6,2,3,6,10.0,2.47,64.4,Healthy
